gamma,crater_fraction,rms_slope_deg,chi2
310.0,0.89,46.22938290909629,2170.0355798170076
310.0,0.9,46.488373075090834,3709.6169835690357
310.0,0.91,46.74592835939637,5660.085374397206
310.0,0.92,47.00207235000181,8021.44140742299
310.0,0.93,47.25682799562188,10793.685756118082
310.0,0.94,47.51021762969286,13976.8191128827
310.0,0.95,47.76226299322265,17570.84218964473
310.0,0.96,48.01298525656109,21575.755718480024
310.0,0.97,48.26240504015252,25991.560452255417
310.0,0.98,48.51054243432789,30818.257165294854
310.0,0.99,48.75741701819031,36055.846654069785
310.0,1.0,49.00304787764431,41704.32973791476
320.0,0.0,0.0,1370727.455055963
320.0,0.01,4.900304787764432,1338091.9669592334
320.0,0.02,6.930077490618269,1305849.6783668236
320.0,0.03,8.487576864981019,1274000.5893488622
320.0,0.04,9.800609575528863,1242544.6999771327
320.0,0.05,10.957414615908949,1211482.0103251142
320.0,0.06,12.003246314140272,1180812.520468022
320.0,0.07,12.964987816843836,1150536.2304828481
320.0,0.08,13.860154981236539,1120653.1404484068
320.0,0.09,14.700914363293293,1091163.250445377
320.0,0.1,15.496124358363613,1062066.5605563498
320.0,0.11,16.252472339396768,1033363.0708658716
320.0,0.12,16.975153729962038,1005052.7814604959
320.0,0.13,17.66830017768634,977135.6924288294
320.0,0.14,18.335261606582495,949611.8038615847
320.0,0.15,18.978798834352112,922481.1158516315
320.0,0.16,19.601219151057727,895743.6284940485
320.0,0.17,20.204474237672684,869399.3418861803
320.0,0.18,20.79023247185481,843448.2561276925
320.0,0.19,21.359933362413685,817890.3713206293
320.0,0.2,21.914829231817897,792725.6875694733
320.0,0.21,22.456017618285017,767954.2049812065
320.0,0.22,22.984466804468497,743575.9236653727
320.0,0.23,23.501036175000905,719590.8437341417
320.0,0.24,24.006492628280544,695998.9653023764
320.0,0.25,24.501523938822157,672800.2884876996
320.0,0.26,24.986749735362988,649994.8134105647
320.0,0.27,25.46273059494306,627582.540194328
320.0,0.28,25.929975633687672,605563.4689653212
320.0,0.29,26.38894888730173,583937.5998529291
320.0,0.3,26.840074709091443,562704.9329896659
320.0,0.31,27.283742364320137,541865.4685112576
320.0,0.32,27.720309962473078,521419.20655672275
320.0,0.33,28.150107840443013,501366.1472684591
320.0,0.34,28.57344148753451,481706.29079232947
320.0,0.35,28.990594085919405,462439.6372777533
320.0,0.36,29.401828726586587,443566.1868777977
320.0,0.37,29.80739035005445,425085.93974927376
320.0,0.38,30.207507452510978,406998.89605283394
320.0,0.39,30.602393591130962,389305.0559530735
320.0,0.4,30.992248716727225,372004.4196186335
320.0,0.41,31.377260357342664,355096.98722230823
320.0,0.42,31.75760467266784,338582.7589411549
320.0,0.43,32.13344739610802,322461.7349566071
320.0,0.44,32.504944678793535,306733.91545459116
320.0,0.45,32.87224384772684,291399.30062564596
320.0,0.46,33.23548408850701,276457.89066504716
320.0,0.47,33.59479706160449,261909.68577293385
320.0,0.48,33.950307459924076,247754.68615443993
320.0,0.49,34.30213351435102,233992.89201982933
320.0,0.5,34.650387453091355,220624.3035846349
320.0,0.51,34.995175919865545,207648.9210698018
320.0,0.52,35.33660035537268,195066.7447018352
320.0,0.53,35.67475734589251,182877.77471295279
320.0,0.54,36.00973894242082,171082.01134124116
320.0,0.55,36.34163295332621,159679.45483081797
320.0,0.56,36.67052321316499,148670.1054319983
320.0,0.57,36.996489829986025,138053.9634014669
320.0,0.58,37.3196094131925,127831.02900245476
320.0,0.59,37.639955283796944,118001.30250492251
320.0,0.6,37.957597668704224,108564.78418574846
320.0,0.61,38.27260388048098,99521.4743289231
320.0,0.62,38.58503848391491,90871.37322574943
320.0,0.63,38.894963450531506,82614.48117505
320.0,0.64,39.20243830211545,74750.79848338015
320.0,0.65,39.50752024417827,67280.3254652482
320.0,0.66,39.810264290219706,60203.06244334283
320.0,0.67,40.11072337754743,53519.00974876747
320.0,0.68,40.40894847534537,47228.167721282465
320.0,0.69,40.70498868561572,41330.53670955508
320.0,0.7,40.998891337560465,35826.11707141731
320.0,0.71,41.290702075916286,30714.909174132707
320.0,0.72,41.58046494370962,25996.913394671312
320.0,0.73,41.86822245985673,21672.130119993995
320.0,0.74,42.15401569199592,17740.559747346044
320.0,0.75,42.43788432490509,14202.202684560516
320.0,0.76,42.71986672482737,11057.059350371685
320.0,0.77,43.0,8305.13017473891
320.0,0.78,43.27832005765689,5946.415599181403
320.0,0.79,43.554861657752674,3980.9160771242537
320.0,0.8,43.829658463635795,2408.632074256128
320.0,0.81,44.10274308987988,1229.5640688991357
320.0,0.82,44.374147147465656,443.71255239127754
320.0,0.83,44.64390128649065,51.07802948194968
320.0,0.84,44.912035236570034,51.66101874112062
320.0,0.85,45.17857784507936,445.46205298252374
320.0,0.86,45.443557113378375,1232.4816797015599
320.0,0.87,45.70700023114478,2412.720461528428
320.0,0.88,45.96893360893699,3986.1789766970696
320.0,0.89,46.22938290909629,5952.857819530576
320.0,0.9,46.488373075090834,8312.757600943703
320.0,0.91,46.74592835939637,11065.878948963133
320.0,0.92,47.00207235000181,14212.222509266261
320.0,0.93,47.25682799562188,17751.7889457392
320.0,0.94,47.51021762969286,21684.578941054708
320.0,0.95,47.76226299322265,26010.593197271202
320.0,0.96,48.01298525656109,30729.83243645296
320.0,0.97,48.26240504015252,35842.29740131327
320.0,0.98,48.51054243432789,41347.98885588087
320.0,0.99,48.75741701819031,47246.90758619082
320.0,1.0,49.00304787764431,53539.054401000845
330.0,0.0,0.0,1244535.6906048276
330.0,0.01,4.900304787764432,1214104.5037048855
330.0,0.02,6.930077490618269,1184049.9826030266
330.0,0.03,8.487576864981019,1154372.1273676313
330.0,0.04,9.800609575528863,1125070.9380687037
330.0,0.05,10.957414615908949,1096146.4147779082
330.0,0.06,12.003246314140272,1067598.5575686102
330.0,0.07,12.964987816843836,1039427.3665159196
330.0,0.08,13.860154981236539,1011632.8416967305
330.0,0.09,14.700914363293293,984214.9831897665
330.0,0.1,15.496124358363613,957173.7910756251
330.0,0.11,16.252472339396768,930509.2654368232
330.0,0.12,16.975153729962038,904221.4063578452
330.0,0.13,17.66830017768634,878310.2139251905
330.0,0.14,18.335261606582495,852775.6882274242
330.0,0.15,18.978798834352112,827617.8293552274
330.0,0.16,19.601219151057727,802836.6374014508
330.0,0.17,20.204474237672684,778432.1124611676
330.0,0.18,20.79023247185481,754404.2546317299
330.0,0.19,21.359933362413685,730753.0640128246
330.0,0.2,21.914829231817897,707478.5407065334
330.0,0.21,22.456017618285017,684580.6848173917
330.0,0.22,22.984466804468497,662059.4964524509
330.0,0.23,23.501036175000905,639914.9757213426
330.0,0.24,24.006492628280544,618147.1227363431
330.0,0.25,24.501523938822157,596755.9376124409
330.0,0.26,24.986749735362988,575741.4204674055
330.0,0.27,25.46273059494306,555103.5714218587
330.0,0.28,25.929975633687672,534842.3905993485
330.0,0.29,26.38894888730173,514957.8781264222
330.0,0.3,26.840074709091443,495450.0341327049
330.0,0.31,27.283742364320137,476318.85875097924
330.0,0.32,27.720309962473078,457564.3521172662
330.0,0.33,28.150107840443013,439186.5143709096
330.0,0.34,28.57344148753451,421185.34565466276
330.0,0.35,28.990594085919405,403560.846114777
330.0,0.36,29.401828726586587,386313.0159010935
330.0,0.37,29.80739035005445,369441.8551671373
330.0,0.38,30.207507452510978,352947.3640702146
330.0,0.39,30.602393591130962,336829.5427715122
330.0,0.4,30.992248716727225,321088.39143620036
330.0,0.41,31.377260357342664,305723.9102335388
330.0,0.42,31.75760467266784,290736.09933698474
330.0,0.43,32.13344739610802,276124.9589243063
330.0,0.44,32.504944678793535,261890.48917769679
330.0,0.45,32.87224384772684,248032.69028389413
330.0,0.46,33.23548408850701,234551.56243430328
330.0,0.47,33.59479706160449,221447.10582512242
330.0,0.48,33.950307459924076,208719.32065747248
330.0,0.49,34.30213351435102,196368.20713753157
330.0,0.5,34.650387453091355,184393.76547667253
330.0,0.51,34.995175919865545,172795.9958916054
330.0,0.52,35.33660035537268,161574.89860452354
330.0,0.53,35.67475734589251,150730.47384325482
330.0,0.54,36.00973894242082,140262.7218414173
330.0,0.55,36.34163295332621,130171.64283857968
330.0,0.56,36.67052321316499,120457.23708042651
330.0,0.57,36.996489829986025,111119.50481892916
330.0,0.58,37.3196094131925,102158.44631252124
330.0,0.59,37.639955283796944,93574.06182628055
330.0,0.6,37.957597668704224,85366.35163211587
330.0,0.61,38.27260388048098,77535.31600896023
330.0,0.62,38.58503848391491,70080.9552429699
330.0,0.63,38.894963450531506,63003.26962773005
330.0,0.64,39.20243830211545,56302.25946446677
330.0,0.65,39.50752024417827,49977.92506226602
330.0,0.66,39.810264290219706,44030.26673829949
330.0,0.67,40.11072337754743,38459.2848180579
330.0,0.68,40.40894847534537,33264.97963559181
330.0,0.69,40.70498868561572,28447.351533760204
330.0,0.7,40.998891337560465,24006.40086448723
330.0,0.71,41.290702075916286,19942.127989027602
330.0,0.72,41.58046494370962,16254.533278240326
330.0,0.73,41.86822245985673,12943.617112871782
330.0,0.74,42.15401569199592,10009.37988384812
330.0,0.75,42.43788432490509,7451.82199257737
330.0,0.76,42.71986672482737,5270.94385126172
330.0,0.77,43.0,3466.74588322025
330.0,0.78,43.27832005765689,2039.2285232225686
330.0,0.79,43.554861657752674,988.3922178337494
330.0,0.8,43.829658463635795,314.2374257709913
330.0,0.81,44.10274308987988,16.764618272476046
330.0,0.82,44.374147147465656,95.97427947886125
330.0,0.83,44.64390128649065,551.8669068279199
330.0,0.84,44.912035236570034,1384.443011462817
330.0,0.85,45.17857784507936,2593.703118654569
330.0,0.86,45.443557113378375,4179.647768239231
330.0,0.87,45.70700023114478,6142.277515070397
330.0,0.88,45.96893360893699,8481.592929487613
330.0,0.89,46.22938290909629,11197.594597801324
330.0,0.9,46.488373075090834,14290.283122795045
330.0,0.91,46.74592835939637,17759.65912424538
330.0,0.92,47.00207235000181,21605.723239460698
330.0,0.93,47.25682799562188,25828.476123839147
330.0,0.94,47.51021762969286,30427.9184514467
330.0,0.95,47.76226299322265,35404.050915616535
330.0,0.96,48.01298525656109,40756.8742295696
330.0,0.97,48.26240504015252,46486.389127058486
330.0,0.98,48.51054243432789,52592.59636303467
330.0,0.99,48.75741701819031,59075.49671434041
330.0,1.0,49.00304787764431,65935.09098042629
340.0,0.0,0.0,1130633.3900644255
340.0,0.01,4.900304787764432,1102235.4956346767
340.0,0.02,6.930077490618269,1074198.7808002855
340.0,0.03,8.487576864981019,1046523.2456280416
340.0,0.04,9.800609575528863,1019208.8901863242
340.0,0.05,10.957414615908949,992255.7145451453
340.0,0.06,12.003246314140272,965663.7187761866
340.0,0.07,12.964987816843836,939432.9029528416
340.0,0.08,13.860154981236539,913563.2671502575
340.0,0.09,14.700914363293293,888054.8114453773
340.0,0.1,15.496124358363613,862907.5359169851
340.0,0.11,16.252472339396768,838121.4406457512
340.0,0.12,16.975153729962038,813696.5257142779
340.0,0.13,17.66830017768634,789632.7912071485
340.0,0.14,18.335261606582495,765930.2372109757
340.0,0.15,18.978798834352112,742588.8638144528
340.0,0.16,19.601219151057727,719608.6711084048
340.0,0.17,20.204474237672684,696989.6591858424
340.0,0.18,20.79023247185481,674731.8281420164
340.0,0.19,21.359933362413685,652835.1780744744
340.0,0.2,21.914829231817897,631299.7090831187
340.0,0.21,22.456017618285017,610125.4212702647
340.0,0.22,22.984466804468497,589312.3147407036
340.0,0.23,23.501036175000905,568860.3896017643
340.0,0.24,24.006492628280544,548769.6459633786
340.0,0.25,24.501523938822157,529040.0839381468
340.0,0.26,24.986749735362988,509671.7036414069
340.0,0.27,25.46273059494306,490664.5051913046
340.0,0.28,25.929975633687672,472018.48870886496
340.0,0.29,26.38894888730173,453733.6543180677
340.0,0.3,26.840074709091443,435810.0021459226
340.0,0.31,27.283742364320137,418247.5323225491
340.0,0.32,27.720309962473078,401046.2449812562
340.0,0.33,28.150107840443013,384206.14025862666
340.0,0.34,28.57344148753451,367727.2182946019
340.0,0.35,28.990594085919405,351609.47923257045
340.0,0.36,29.401828726586587,335852.9232194581
340.0,0.37,29.80739035005445,320457.55040582235
340.0,0.38,30.207507452510978,305423.36094594724
340.0,0.39,30.602393591130962,290750.35499794304
340.0,0.4,30.992248716727225,276438.5327238475
340.0,0.41,31.377260357342664,262487.8942897315
340.0,0.42,31.75760467266784,248898.43986580588
340.0,0.43,32.13344739610802,235670.16962653343
340.0,0.44,32.504944678793535,222803.08375074327
340.0,0.45,32.87224384772684,210297.18242174826
340.0,0.46,33.23548408850701,198152.46582746715
340.0,0.47,33.59479706160449,186368.93416054946
340.0,0.48,33.950307459924076,174946.587618504
340.0,0.49,34.30213351435102,163885.42640383256
340.0,0.5,34.650387453091355,153185.45072416597
340.0,0.51,34.995175919865545,142846.6607924061
340.0,0.52,35.33660035537268,132869.05682687057
340.0,0.53,35.67475734589251,123252.639051443
340.0,0.54,36.00973894242082,113997.4076957278
340.0,0.55,36.34163295332621,105103.36299520926
340.0,0.56,36.67052321316499,96570.50519141606
340.0,0.57,36.996489829986025,88398.83453209097
340.0,0.58,37.3196094131925,80588.35127136519
340.0,0.59,37.639955283796944,73139.05566993941
340.0,0.6,37.957597668704224,66050.94799526944
340.0,0.61,38.27260388048098,59324.02852175828
340.0,0.62,38.58503848391491,52958.29753095438
340.0,0.63,38.894963450531506,46953.75531175593
340.0,0.64,39.20243830211545,41310.40216062198
340.0,0.65,39.50752024417827,36028.23838179032
340.0,0.66,39.810264290219706,31107.26428750231
340.0,0.67,40.11072337754743,26547.480198235113
340.0,0.68,40.40894847534537,22348.886442941493
340.0,0.69,40.70498868561572,18511.483359297457
340.0,0.7,40.998891337560465,15035.271293957912
340.0,0.71,41.290702075916286,11920.250602821126
340.0,0.72,41.58046494370962,9166.42165130154
340.0,0.73,41.86822245985673,6773.784814611868
340.0,0.74,42.15401569199592,4742.3404780546
340.0,0.75,42.43788432490509,3072.089037323257
340.0,0.76,42.71986672482737,1763.030898813798
340.0,0.77,43.0,815.1664799465593
340.0,0.78,43.27832005765689,228.49620949911963
340.0,0.79,43.554861657752674,3.020527950505656
340.0,0.8,43.829658463635795,138.73988783718315
340.0,0.81,44.10274308987988,635.654754121282
340.0,0.82,44.374147147465656,1493.7656045715112
340.0,0.83,44.64390128649065,2713.0729301573333
340.0,0.84,44.912035236570034,4293.577235456748
340.0,0.85,45.17857784507936,6235.279039078429
340.0,0.86,45.443557113378375,8538.178874098616
340.0,0.87,45.70700023114478,11202.277288513425
340.0,0.88,45.96893360893699,14227.574845707157
340.0,0.89,46.22938290909629,17614.072124937265
340.0,0.9,46.488373075090834,21361.769721836637
340.0,0.91,46.74592835939637,25470.668248933835
340.0,0.92,47.00207235000181,29940.768336192166
340.0,0.93,47.25682799562188,34772.070631568175
340.0,0.94,47.51021762969286,39964.575801590385
340.0,0.95,47.76226299322265,45518.284531959485
340.0,0.96,48.01298525656109,51433.197528169876
340.0,0.97,48.26240504015252,57709.31551615479
340.0,0.98,48.51054243432789,64346.639242954836
340.0,0.99,48.75741701819031,71345.16947741153
340.0,1.0,49.00304787764431,78704.90701088679
350.0,0.0,0.0,1027705.2190423759
350.0,0.01,4.900304787764432,1001185.0820681651
350.0,0.02,6.930077490618269,975011.608569798
350.0,0.03,8.487576864981019,949184.7986126086
350.0,0.04,9.800609575528863,923704.6522634962
350.0,0.05,10.957414615908949,898571.1695909633
350.0,0.06,12.003246314140272,873784.3506651561
350.0,0.07,12.964987816843836,849344.1955579038
350.0,0.08,13.860154981236539,825250.7043427606
350.0,0.09,14.700914363293293,801503.8770950479
350.0,0.1,15.496124358363613,778103.7138918978
350.0,0.11,16.252472339396768,755050.2148122988
350.0,0.12,16.975153729962038,732343.3799371407
350.0,0.13,17.66830017768634,709983.2093492629
350.0,0.14,18.335261606582495,687969.7031335029
350.0,0.15,18.978798834352112,666302.8613767456
350.0,0.16,19.601219151057727,644982.6841679757
350.0,0.17,20.204474237672684,624009.1715983292
350.0,0.18,20.79023247185481,603382.3237611493
350.0,0.19,21.359933362413685,583102.1407520397
350.0,0.2,21.914829231817897,563168.6226689251
350.0,0.21,22.456017618285017,543581.7696121068
350.0,0.22,22.984466804468497,524341.5816843254
350.0,0.23,23.501036175000905,505448.05899082246
350.0,0.24,24.006492628280544,486901.2016394043
350.0,0.25,24.501523938822157,468701.00974050787
350.0,0.26,24.986749735362988,450847.4834072685
350.0,0.27,25.46273059494306,433340.62275558943
350.0,0.28,25.929975633687672,416180.4279042134
350.0,0.29,26.38894888730173,399366.8989747964
350.0,0.3,26.840074709091443,382900.03609198297
350.0,0.31,27.283742364320137,366779.8393834848
350.0,0.32,27.720309962473078,351006.3089801602
350.0,0.33,28.150107840443013,335579.4450160974
350.0,0.34,28.57344148753451,320499.2476286985
350.0,0.35,28.990594085919405,305765.71695876785
350.0,0.36,29.401828726586587,291378.8531506009
350.0,0.37,29.80739035005445,277338.6563520777
350.0,0.38,30.207507452510978,263645.12671475805
350.0,0.39,30.602393591130962,250298.26439397899
350.0,0.4,30.992248716727225,237298.06954895656
350.0,0.41,31.377260357342664,224644.54234288968
350.0,0.42,31.75760467266784,212337.68294306681
350.0,0.43,32.13344739610802,200377.49152097703
350.0,0.44,32.504944678793535,188763.96825242328
350.0,0.45,32.87224384772684,177497.11331763963
350.0,0.46,33.23548408850701,166576.92690141185
350.0,0.47,33.59479706160449,156003.40919320195
350.0,0.48,33.950307459924076,145776.5603872758
350.0,0.49,34.30213351435102,135896.3806828358
350.0,0.5,34.650387453091355,126362.87028415651
350.0,0.51,34.995175919865545,117176.02940072527
350.0,0.52,35.33660035537268,108335.85824738651
350.0,0.53,35.67475734589251,99842.35704449106
350.0,0.54,36.00973894242082,91695.52601804987
350.0,0.55,36.34163295332621,83895.36539989253
350.0,0.56,36.67052321316499,76441.87542783083
350.0,0.57,36.996489829986025,69335.05634582757
350.0,0.58,37.3196094131925,62574.90840417021
350.0,0.59,37.639955283796944,56161.43185965082
350.0,0.6,37.957597668704224,50094.62697575117
350.0,0.61,38.27260388048098,44374.49402283385
350.0,0.62,38.58503848391491,39001.03327833959
350.0,0.63,38.894963450531506,33974.24502699101
350.0,0.64,39.20243830211545,29294.129561002694
350.0,0.65,39.50752024417827,24960.687180298373
350.0,0.66,39.810264290219706,20973.91819273498
350.0,0.67,40.11072337754743,17333.822914334127
350.0,0.68,40.40894847534537,14040.401669521145
350.0,0.69,40.70498868561572,11093.654791371991
350.0,0.7,40.998891337560465,8493.582621868256
350.0,0.71,41.290702075916286,6240.18551216088
350.0,0.72,41.58046494370962,4333.463822842342
350.0,0.73,41.86822245985673,2773.417924228169
350.0,0.74,42.15401569199592,1560.0481966478164
350.0,0.75,42.43788432490509,693.3550307453958
350.0,0.76,42.71986672482737,173.33882779056376
350.0,0.77,43.0,4.171938068854921e-26
350.0,0.78,43.27832005765689,173.33897086985414
350.0,0.79,43.554861657752674,693.3561755195891
350.0,0.8,43.829658463635795,1560.052061047667
350.0,0.81,44.10274308987988,2773.427086899527
350.0,0.82,44.374147147465656,4333.481725248316
350.0,0.83,44.64390128649065,6240.216461388987
350.0,0.84,44.912035236570034,8493.631794146017
350.0,0.85,45.17857784507936,11093.728236295623
350.0,0.86,45.443557113378375,14040.506315002804
350.0,0.87,45.70700023114478,17333.9665722739
350.0,0.88,45.96893360893699,20974.109565425264
350.0,0.89,46.22938290909629,24960.93586756868
350.0,0.9,46.488373075090834,29294.446068114263
350.0,0.91,46.74592835939637,33974.64077329143
350.0,0.92,47.00207235000181,39001.520606688784
350.0,0.93,47.25682799562188,44375.086209813744
350.0,0.94,47.51021762969286,50095.33824267236
350.0,0.95,47.76226299322265,56162.277384370966
350.0,0.96,48.01298525656109,62575.9043337392
350.0,0.97,48.26240504015252,69336.2198099769
350.0,0.98,48.51054243432789,76443.2245533247
350.0,0.99,48.75741701819031,83896.91932575974
350.0,1.0,49.00304787764431,91697.3049117175
360.0,0.0,0.0,934590.931626145
360.0,0.01,4.900304787764432,909806.9416571495
360.0,0.02,6.930077490618269,885355.9976708664
360.0,0.03,8.487576864981019,861238.0997312993
360.0,0.04,9.800609575528863,837453.2479039935
360.0,0.05,10.957414615908949,814001.4422560734
360.0,0.06,12.003246314140272,790882.682856282
360.0,0.07,12.964987816843836,768096.9697750205
360.0,0.08,13.860154981236539,745644.3030843894
360.0,0.09,14.700914363293293,723524.6828582301
360.0,0.1,15.496124358363613,701738.1091721696
360.0,0.11,16.252472339396768,680284.5821036624
360.0,0.12,16.975153729962038,659164.1017320389
360.0,0.13,17.66830017768634,638376.6681385501
360.0,0.14,18.335261606582495,617922.2814064174
360.0,0.15,18.978798834352112,597800.9416208807
360.0,0.16,19.601219151057727,578012.6488692503
360.0,0.17,20.204474237672684,558557.403240959
360.0,0.18,20.79023247185481,539435.2048276148
360.0,0.19,21.359933362413685,520646.0537230576
360.0,0.2,21.914829231817897,502189.9500234153
360.0,0.21,22.456017618285017,484066.89382716216
360.0,0.22,22.984466804468497,466276.8852351785
360.0,0.23,23.501036175000905,448819.9243508131
360.0,0.24,24.006492628280544,431696.01127994625
360.0,0.25,24.501523938822157,414905.14613105485
360.0,0.26,24.986749735362988,398447.32901527977
360.0,0.27,25.46273059494306,382322.5600464951
360.0,0.28,25.929975633687672,366530.8393413784
360.0,0.29,26.38894888730173,351072.1670194848
360.0,0.3,26.840074709091443,335946.54320332094
360.0,0.31,27.283742364320137,321153.9680184235
360.0,0.32,27.720309962473078,306694.4415934381
360.0,0.33,28.150107840443013,292567.96406020125
360.0,0.34,28.57344148753451,278774.53555382486
360.0,0.35,28.990594085919405,265314.1562127828
360.0,0.36,29.401828726586587,252186.8261790003
360.0,0.37,29.80739035005445,239392.54559794595
360.0,0.38,30.207507452510978,226931.31461872652
360.0,0.39,30.602393591130962,214803.133394184
360.0,0.4,30.992248716727225,203008.00208099646
360.0,0.41,31.377260357342664,191545.92083978138
360.0,0.42,31.75760467266784,180416.88983520164
360.0,0.43,32.13344739610802,169620.9092360761
360.0,0.44,32.504944678793535,159157.97921549206
360.0,0.45,32.87224384772684,149028.09995092175
360.0,0.46,33.23548408850701,139231.27162434257
360.0,0.47,33.59479706160449,129767.4944223606
360.0,0.48,33.950307459924076,120636.76853633787
360.0,0.49,34.30213351435102,111839.09416252427
360.0,0.5,34.650387453091355,103374.47150219245
360.0,0.51,34.995175919865545,95242.9007617778
360.0,0.52,35.33660035537268,87444.38215302219
360.0,0.53,35.67475734589251,79978.91589312252
360.0,0.54,36.00973894242082,72846.50220488387
360.0,0.55,36.34163295332621,66047.1413168773
360.0,0.56,36.67052321316499,59580.83346360287
360.0,0.57,36.996489829986025,53447.578885657626
360.0,0.58,37.3196094131925,47647.37782990885
360.0,0.59,37.639955283796944,42180.23054967328
360.0,0.6,37.957597668704224,37046.13730490151
360.0,0.61,38.27260388048098,32245.098362368626
360.0,0.62,38.58503848391491,27777.113995870946
360.0,0.63,38.894963450531506,23642.18448642907
360.0,0.64,39.20243830211545,19840.310122497536
360.0,0.65,39.50752024417827,16371.491200181408
360.0,0.66,39.810264290219706,13235.728023459802
360.0,0.67,40.11072337754743,10433.020904416884
360.0,0.68,40.40894847534537,7963.3701634804265
360.0,0.69,40.70498868561572,5826.776129668282
360.0,0.7,40.998891337560465,4023.239140842987
360.0,0.71,41.290702075916286,2552.7595439750494
360.0,0.72,41.58046494370962,1415.3376954148473
360.0,0.73,41.86822245985673,610.9739611737764
360.0,0.74,42.15401569199592,139.6687172148983
360.0,0.75,42.43788432490509,1.4223497534248888
360.0,0.76,42.71986672482737,196.23525556744173
360.0,0.77,43.0,724.1078423192599
360.0,0.78,43.27832005765689,1585.0405288877992
360.0,0.79,43.554861657752674,2779.0337457124288
360.0,0.8,43.829658463635795,4306.087935148716
360.0,0.81,44.10274308987988,6166.203551836538
360.0,0.82,44.374147147465656,8359.381063081024
360.0,0.83,44.64390128649065,10885.620949246968
360.0,0.84,44.912035236570034,13744.923704166895
360.0,0.85,45.17857784507936,16937.289835563788
360.0,0.86,45.443557113378375,20462.71986548872
360.0,0.87,45.70700023114478,24321.21433077407
360.0,0.88,45.96893360893699,28512.77378350303
360.0,0.89,46.22938290909629,33037.39879149602
360.0,0.9,46.488373075090834,37895.08993881455
360.0,0.91,46.74592835939637,43085.8478262835
360.0,0.92,47.00207235000181,48609.67307203242
360.0,0.93,47.25682799562188,54466.56631205658
360.0,0.94,47.51021762969286,60656.52820079861
360.0,0.95,47.76226299322265,67179.55941175211
360.0,0.96,48.01298525656109,74035.66063808669
360.0,0.97,48.26240504015252,81224.83259329725
360.0,0.98,48.51054243432789,88747.07601187719
360.0,0.99,48.75741701819031,96602.39165001699
360.0,1.0,49.00304787764431,104790.78028632898
370.0,0.0,0.0,850265.5044057948
370.0,0.01,4.900304787764432,827088.5908365219
370.0,0.02,6.930077490618269,804231.9384884851
370.0,0.03,8.487576864981019,781695.5474244689
370.0,0.04,9.800609575528863,759479.4177087784
370.0,0.05,10.957414615908949,737583.5494072767
370.0,0.06,12.003246314140272,716007.9425874229
370.0,0.07,12.964987816843836,694752.5973183126
370.0,0.08,13.860154981236539,673817.5136707175
370.0,0.09,14.700914363293293,653202.6917171277
370.0,0.1,15.496124358363613,632908.1315317944
370.0,0.11,16.252472339396768,612933.8331907743
370.0,0.12,16.975153729962038,593279.7967719738
370.0,0.13,17.66830017768634,573946.0223551971
370.0,0.14,18.335261606582495,554932.5100221923
370.0,0.15,18.978798834352112,536239.2598567014
370.0,0.16,19.601219151057727,517866.27194451116
370.0,0.17,20.204474237672684,499813.5463735037
370.0,0.18,20.79023247185481,482081.083233711
370.0,0.19,21.359933362413685,464668.88261736906
370.0,0.2,21.914829231817897,447576.9446189743
370.0,0.21,22.456017618285017,430805.2693353418
370.0,0.22,22.984466804468497,414353.8568656644
370.0,0.23,23.501036175000905,398222.70731157466
370.0,0.24,24.006492628280544,382411.82077720686
370.0,0.25,24.501523938822157,366921.1973692628
370.0,0.26,24.986749735362988,351750.83719707787
370.0,0.27,25.46273059494306,336900.7403726896
370.0,0.28,25.929975633687672,322370.90701090865
370.0,0.29,26.38894888730173,308161.33722939104
370.0,0.3,26.840074709091443,294272.0311487126
370.0,0.31,27.283742364320137,280702.98889244645
370.0,0.32,27.720309962473078,267454.21058724157
370.0,0.33,28.150107840443013,254525.6963629046
370.0,0.34,28.57344148753451,241917.4463524832
370.0,0.35,28.990594085919405,229629.460692353
370.0,0.36,29.401828726586587,217661.73952230543
370.0,0.37,29.80739035005445,206014.28298564025
370.0,0.38,30.207507452510978,194687.09122925892
370.0,0.39,30.602393591130962,183680.16440376206
370.0,0.4,30.992248716727225,172993.50266354912
370.0,0.41,31.377260357342664,162627.10616692147
370.0,0.42,31.75760467266784,152580.975076188
370.0,0.43,32.13344739610802,142855.10955777488
370.0,0.44,32.504944678793535,133449.50978233764
370.0,0.45,32.87224384772684,124364.17592487737
370.0,0.46,33.23548408850701,115599.10816486018
370.0,0.47,33.59479706160449,107154.30668634032
370.0,0.48,33.950307459924076,99029.77167808697
370.0,0.49,34.30213351435102,91225.50333371552
370.0,0.5,34.650387453091355,83741.50185182222
370.0,0.51,34.995175919865545,76577.76743612337
370.0,0.52,35.33660035537268,69734.30029559883
370.0,0.53,35.67475734589251,63211.10064464005
370.0,0.54,36.00973894242082,57008.168703202544
370.0,0.55,36.34163295332621,51125.50469696352
370.0,0.56,36.67052321316499,45563.108857484294
370.0,0.57,36.996489829986025,40320.981422377816
370.0,0.58,37.3196094131925,35399.12263548162
370.0,0.59,37.639955283796944,30797.532747036472
370.0,0.6,37.957597668704224,26516.21201387055
370.0,0.61,38.27260388048098,22555.160699589538
370.0,0.62,38.58503848391491,18914.379074773115
370.0,0.63,38.894963450531506,15593.867417177595
370.0,0.64,39.20243830211545,12593.626011945342
