rotation_phase,corrected_thermal_radiance_W_cm-2_um-1_sr-1,sigma,accepted_frame_count,accepted_2018-11-02,accepted_2018-11-03
0.42916666666666664,0.00011254973291426488,5.627486645713244e-07,58,46,12
0.43194444444444446,0.00011249253407315272,5.624626703657636e-07,47,47,0
0.43472222222222223,0.00011244622585457085,5.622311292728542e-07,47,47,0
0.4375,0.0001124684085155039,5.623420425775195e-07,70,47,23
0.44027777777777777,0.00011243006075028178,5.621503037514089e-07,94,47,47
0.44305555555555554,0.00011237997495473784,5.618998747736891e-07,94,47,47
0.44583333333333336,0.00011234037730381598,5.617018865190799e-07,94,47,47
0.4486111111111111,0.00011231634090143763,5.615817045071882e-07,69,47,22
0.4513888888888889,0.00011219151006824006,5.609575503412003e-07,47,47,0
0.45416666666666666,0.00011208720768613415,5.604360384306708e-07,51,47,4
0.45694444444444443,0.00011190075492072437,5.595037746036219e-07,57,46,11
0.4597222222222222,0.00011176954880885903,5.588477440442952e-07,47,47,0
0.4625,0.00011165907556801858,5.58295377840093e-07,47,47,0
0.4652777777777778,0.00011160728482070233,5.580364241035116e-07,69,47,22
0.46805555555555556,0.00011154548994626585,5.577274497313293e-07,94,47,47
0.4708333333333333,0.00011141437298461509,5.570718649230755e-07,94,47,47
0.4736111111111111,0.0001113561844229166,5.567809221145831e-07,94,47,47
0.47638888888888886,0.00011122835258734567,5.561417629367284e-07,69,47,22
0.4791666666666667,0.00011102360776578962,5.551180388289481e-07,47,47,0
0.48194444444444445,0.00011092711702314134,5.546355851157067e-07,50,47,3
0.4847222222222222,0.00011084853505614306,5.542426752807153e-07,56,46,10
0.4875,0.00011076993192803085,5.538496596401543e-07,47,47,0
0.49027777777777776,0.0001107181709448589,5.535908547242945e-07,47,47,0
0.4930555555555556,0.000110809537501249,5.54047687506245e-07,67,47,20
0.49583333333333335,0.00011091947167342868,5.545973583671435e-07,94,47,47
0.4986111111111111,0.00011083714507628117,5.541857253814058e-07,94,47,47
0.5013888888888889,0.00011082885068836921,5.541442534418461e-07,94,47,47
0.5041666666666667,0.00011072216824081233,5.536108412040617e-07,69,47,22
0.5069444444444444,0.00011047422011172876,5.523711005586438e-07,47,47,0
0.5097222222222222,0.00011040804067421286,5.520402033710643e-07,48,46,2
0.5125,0.00011024018154541656,5.512009077270828e-07,59,47,12
0.5152777777777777,0.0001100868749502397,5.504343747511985e-07,46,46,0
0.5180555555555556,0.00010993992500828037,5.496996250414018e-07,47,47,0
0.5208333333333334,0.00010983772457863815,5.491886228931907e-07,66,47,19
0.5236111111111111,0.00010975978103450303,5.487989051725152e-07,94,47,47
0.5263888888888889,0.00010958163025908519,5.479081512954259e-07,94,47,47
0.5291666666666667,0.00010944354696639667,5.472177348319834e-07,94,47,47
0.5319444444444444,0.00010923414953940094,5.461707476970047e-07,70,47,23
0.5347222222222222,0.00010895440939767547,5.447720469883773e-07,47,47,0
0.5375,0.00010879587671042492,5.439793835521246e-07,50,47,3
0.5402777777777777,0.00010857529546067122,5.428764773033561e-07,56,47,9
0.5430555555555555,0.00010836597443635684,5.418298721817842e-07,47,46,1
0.5458333333333333,0.00010819061826410295,5.409530913205148e-07,47,47,0
0.5486111111111112,0.0001081155243988098,5.40577621994049e-07,66,47,19
0.5513888888888889,0.0001080209914932429,5.401049574662145e-07,94,47,47
0.5541666666666667,0.00010787029016721021,5.393514508360511e-07,94,47,47
0.5569444444444445,0.00010780251184595566,5.390125592297783e-07,94,47,47
0.5597222222222222,0.00010764613676151035,5.382306838075518e-07,70,47,23
0.5625,0.00010744742580275874,5.372371290137937e-07,47,47,0
0.5652777777777778,0.00010742985859794859,5.37149292989743e-07,47,47,0
0.5680555555555555,0.00010733372227131732,5.366686113565866e-07,56,47,9
0.5708333333333333,0.0001072551467605809,5.362757338029046e-07,47,46,1
0.5736111111111111,0.0001072054287056199,5.360271435280996e-07,47,47,0
0.5763888888888888,0.00010732263372198355,5.366131686099178e-07,63,47,16
0.5791666666666667,0.00010747562439124082,5.373781219562041e-07,94,47,47
0.5819444444444445,0.00010754060200999469,5.377030100499734e-07,94,47,47
0.5847222222222223,0.00010769767470944738,5.384883735472369e-07,94,47,47
0.5875,0.00010771414967412745,5.385707483706373e-07,71,47,24
0.5902777777777778,0.00010760386505899188,5.380193252949594e-07,51,47,4
0.5930555555555556,0.00010774189692812429,5.387094846406214e-07,57,47,10
0.5958333333333333,0.00010786309528870475,5.393154764435238e-07,55,47,8
0.5986111111111111,0.00010800249936273511,5.400124968136756e-07,46,46,0
0.6013888888888889,0.00010814104103447793,5.407052051723896e-07,49,47,2
0.6041666666666666,0.00010806017673132401,5.403008836566201e-07,96,47,49
0.6069444444444444,0.00010817668518295935,5.408834259147967e-07,94,47,47
0.6097222222222223,0.000108351145543427,5.41755727717135e-07,94,47,47
0.6125,0.00010856530033916015,5.428265016958007e-07,94,47,47
0.6152777777777778,0.00010899847206708927,5.449923603354463e-07,57,47,10
0.6180555555555556,0.00010925212844842169,5.462606422421085e-07,50,47,3
